note,current_folder,proposed_folder,confidence,reason
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 05.03.18, 1835.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 05.06.18, 0903.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 05.09.17, 1416.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 05.12.16, 1006.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 06-06-16 1313.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 06.03.17, 1324.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 06.09.17, 1018.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 06.11.18, 1602.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 07.03.17, 1022.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 07.08.17, 0938.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 07.12.17, 1808.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 07.12.17, 2001.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 08-06-16 1018.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 08.05.18, 0900.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 08.11.16, 1003.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 10-06-15 1919.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 10-06-16 1858.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 10.01.18, 2026.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 10.04.17, 0906.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 10.07.17, 1725.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 10.08.18, 1755.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 10.09.18, 1407.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 10.11.16, 1317.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 10.11.17, 0835.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 10.11.17, 1106.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 11.05.18, 1002.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 11.08.17, 1650.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 11.09.17, 1158.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 12.04.18, 0845.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 13-09-16 1544.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 13.07.17, 0947.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 13.07.17, 1137.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 13.09.17, 0951.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 13.09.18, 1019.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 13.09.18, 1354.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 13.11.17, 1332.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 13.11.18, 1208.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 13.12.17, 1256.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 14-09-16 1000.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 14.05.18, 0935.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 14.06.17, 1005.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 14.11.16, 1049.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 14.11.17, 1106.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 15.09.17, 0923.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 15.09.17, 1440.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 16-06-15 1934.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 16-08-16 0931.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 16.01.18, 1255.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 16.05.18, 0838.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 16.08.18, 1659.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 16.09.16, 1600.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 16.11.16, 1311.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 17.04.18, 1034.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 17.08.17, 1123.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 17.08.17, 1721.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 17.11.17, 1615.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 18-08-16 1026.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 18.09.17, 1503.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 18.09.18, 1213.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 19-08-16 0956.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 19.11.18, 0914.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 20-04-15 1235.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 20.02.18, 1346.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 20.03.17, 1108.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 20.08.17, 2015.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 20.09.16, 0930.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 21-05-15 1847.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 21-06-16 1350.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 21.08.18, 1504.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 21.09.16, 0902.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 21.09.17, 2136.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 21.09.18, 1007.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 21.11.16, 1602.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 22-02-16 0858.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 22-04-15 1002.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 22-05-15 1343.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 22-08-16 1053.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 22.03.17, 1007.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 22.05.18, 1339.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 22.08.17, 1030.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 22.11.16, 0943.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 23-08-16 1508.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 23.01.17, 0955.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 23.04.18, 1343.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 23.05.18, 1734.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 23.07.18, 1209.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 23.09.17, 1431.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 23.10.17, 0955.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 24-06-16 1106.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 24-06-16 1510.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 24-08-16 1042.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 24.10.17, 1956.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 24.11.16, 1333.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 24.11.16, 1937.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 25-05-16 0906.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 25.05.18, 1033.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 25.06.18, 1417.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 25.10.18, 0947.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 26.03.18, 0952.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 26.06.17, 1131.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 26.07.17, 0946.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 26.07.18, 1525.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 26.09.16, 0909.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 27-06-16 0859.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 27-07-16 1513.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 27.01.17, 1301.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 27.01.17, 1348.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 27.06.17, 1928.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 28-07-16 1437.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 28.03.17, 1447.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 29.08.18, 2250.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 29.09.16, 0845.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 30-05-16 0850.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 30.03.17, 0927.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 30.05.18, 1301.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 30.05.18, 1610.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 30.08.18, 1744.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 31-08-16 0912.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 31.10.18, 1230.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 31.10.18, 1409.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/Written 31.10.18, 1715.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/alpha-beta discussion.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/floating rates.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/how can you allow Keren not using it in NY.md,JP Obsidian Vault,Customers,0.65,keywords=stakeholder
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/joint approach infrastructure + feedback for training (Steve Mia August….md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/notes - meeting with Steve - brakefast media one.md,JP Obsidian Vault,Meetings,0.73,"keywords=meeting,workshop"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/notes from call with steve (06.06.2014).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/passport copy.md,JP Obsidian Vault,Personal,0.65,keywords=family
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/push it forward or pushing back for the close (how will this work….md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/resignation's in China.md,JP Obsidian Vault,Personal,0.65,keywords=family
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/running Todo's.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/simulation.md,JP Obsidian Vault,Projects,0.53,keywords=plan
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/survey.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/to do's 1.md,JP Obsidian Vault,Projects,0.85,"keywords=plan,project"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/to do's before we leave.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/unter test scenario speichern CReq_T.Scenarios.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/use own User ID -- change to.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/user engagement 2 1.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/vorgespräch 30.01.2015.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Diverse/weight brake vs pivot weight.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/ATM.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/CRP/CRP Boston.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Calendar.md,JP Obsidian Vault,Meetings,0.53,keywords=meeting
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/FOCiS Change Management Framework_TLT Update Sept 2017_v1.3_31.08.2017….md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/FOCiS Implementation Team Resume V_01.pptx.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Finance Change Management Workshop.md,JP Obsidian Vault,Meetings,0.81,"keywords=meeting,minutes,workshop"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/JA Glossary.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Job Growth Notes APAC.md,JP Obsidian Vault,AI,0.65,keywords=model
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/NPC/EUR Update 12.05.2015 QM-NPC.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/NPC/Implementation Requirements.md,JP Obsidian Vault,Meetings,0.53,keywords=workshop
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/NPC/NPC Workflow Process.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/NPC/SMDM and NPC Testing Notes.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/NPC/Untitled note.md,JP Obsidian Vault,Ideas,0.73,"keywords=concept,draft"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/2. QM country-level utilization – what is current C-CEO guidance on….md,JP Obsidian Vault,Meetings,0.81,"keywords=agenda,meeting,workshop"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/Americas Status.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/FW Pre-req for QM functions draft_30May.xlsx.md,JP Obsidian Vault,Personal,0.65,keywords=family
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/Imp Update.md,JP Obsidian Vault,Ideas,0.65,keywords=draft
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/QM APAC.md,JP Obsidian Vault,Personal,0.53,keywords=family
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/QM ATM Report.md,JP Obsidian Vault,Personal,0.53,keywords=family
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/QM Update User Rights.pptx.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/QM by SteveM.md,JP Obsidian Vault,Ideas,0.53,keywords=concept
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/RE Billing Process CH - Feedback- Questions.md,JP Obsidian Vault,Customers,0.73,"keywords=account,customer"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/RE Metrics QM - Update.md,JP Obsidian Vault,Personal,0.53,keywords=family
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/RE QM China Implementation meeting - 22Apr.md,JP Obsidian Vault,Meetings,0.73,"keywords=agenda,meeting"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/RE QM Fact Sheets - Next Steps.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/SJC.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/NWC current new proposal.md,JP Obsidian Vault,Ideas,0.53,keywords=proposal
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/SMDM Simulation Table.xlsx.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/Simulatino 2 Next Steps.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/Simulation (1) FCL (NVOCC) Review.md,JP Obsidian Vault,Customers,0.73,"keywords=customer,stakeholder"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/Simulation 2.md,JP Obsidian Vault,Customers,0.65,keywords=account
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/identify the users involved.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Step1.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/Subject USC - FOCiS Dept.md,JP Obsidian Vault,Projects,0.53,keywords=project
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/(UO) A standing Calendar.md,JP Obsidian Vault,Meetings,0.81,"keywords=agenda,meeting,workshop"
